Name,Department,Quality Rating,Number of Ratings,Would Take Again,Difficulty
Vamsi Ganti,Geography,3.3,3 ratings,67%,4.3
Leila De Carvalho,Geography,3.5,1 ratings,N/A,1
Jose Saletas,Geography,3.0,1 ratings,N/A,1
Shishi Liu,Geography,4.0,1 ratings,N/A,2
Rui Zhu,Geography,0.0,0 ratings,N/A,0
Susannah Porter,Geology,4.4,49 ratings,84%,2.4
David Lea,Geology,4.3,45 ratings,80%,2.1
Jordan Clark,Geology,2.4,20 ratings,0%,3.4
Lorraine Lisiecki,Geology,3.9,17 ratings,89%,2.4
Jamison Steidl,Geology,2.6,12 ratings,N/A,3.8
Rachel Haymon,Geology,2.9,10 ratings,N/A,3.6
Gen Li,Geology,4.9,10 ratings,90%,1.3
Chen Ji,Geology,2.8,5 ratings,0%,3.2
Toshiro Tanimoto,Geology,4.0,4 ratings,N/A,1.8
Bradley Bowers,Geology,4.8,2 ratings,100%,3
Burch Fisher,Geology,1.5,1 ratings,N/A,4
John Bentz,Geology,5.0,1 ratings,N/A,3
Joshua Garber,Geology,3.0,1 ratings,0%,4
Dan Luna,Geology,4.5,145 ratings,87%,3.1
Matt Jackson,Geology,4.4,62 ratings,85%,2.1
Stanley Awramik,Geology,3.7,50 ratings,48%,3.6
Cathy Busby,Geology,3.6,30 ratings,N/A,2.4
Morgan Raven,Geology,3.1,29 ratings,52%,3.8
Zachary Eilon,Geology,4.6,21 ratings,81%,3.2
Larry Gurrola,Geology,3.4,6 ratings,N/A,2
Doug Burbank,Geology,3.4,5 ratings,100%,3.2
Leigh Riedman,Geology,4.7,3 ratings,100%,2.3
Phil Gans,Geology,3.7,3 ratings,67%,4.3
Lalicata Joseph,Geology,5.0,1 ratings,N/A,4
Kristin Morell,Geology,0.0,0 ratings,N/A,0
Elisa Medri,Geology,0.0,0 ratings,N/A,0
Bruce Tiffney,Geology,4.6,35 ratings,60%,3.1
Matt Rioux,Geology,4.5,32 ratings,82%,3
Dani Cox,Geology,3.6,11 ratings,73%,1.9
Frank Spera,Geology,3.3,9 ratings,0%,3.4
Paul Alessio,Geology,5.0,3 ratings,100%,2.3
Brianne Catlin,Geology,5.0,2 ratings,N/A,1.5
David Valentine,Geology,3.0,1 ratings,N/A,3
Aaron Anderson,Geology,0.0,0 ratings,N/A,0
Dave Valentine,Geology,3.1,48 ratings,50%,3.2
Ralph Archuleta,Geology,3.9,17 ratings,N/A,3.2
Elizabeth Erickson,Geology,1.9,11 ratings,19%,4.5
Andy Wyss,Geology,3.1,9 ratings,34%,4
Menso de Jong,Geology,3.5,8 ratings,88%,2.3
Ellie Price,Geology,4.7,7 ratings,100%,2
Sarah Medley,Geology,3.5,7 ratings,N/A,2.6
Amy Moser,Geology,5.0,1 ratings,100%,3
Jenna Rolle,Geology,5.0,1 ratings,N/A,3
Matthew Jackson,Geology,5.0,1 ratings,100%,1
Aaron Hill,Geology,0.0,0 ratings,N/A,0
Narjes Narjes Mathlouthi,Geology,0.0,0 ratings,N/A,0
Sabina Thomas,Geology,4.1,40 ratings,100%,2.4
Andre Wyss,Geology,3.5,33 ratings,25%,3.2
Bradley Hacker,Geology,4.1,7 ratings,N/A,2.6
Melissa Scruggs,Geology,3.7,7 ratings,43%,2.7
Syee Weldeab,Geology,3.5,4 ratings,75%,2.8
Elisabeth Steel,Geology,3.5,2 ratings,50%,2.5
Francis Macdonald,Geology,2.0,1 ratings,0%,3
Larry McLellan,Germanic & Russian Studies,4.8,18 ratings,100%,2.8
Casey Mongoven,Germanic & Russian Studies,5.0,7 ratings,N/A,1.1
Fabian Offert,Germanic & Russian Studies,0.0,0 ratings,N/A,0
Laurence Rickels,Germanic & Russian Studies,2.5,61 ratings,100%,2.4
Evelyn Wade,Germanic & Russian Studies,5.0,54 ratings,N/A,1.6
Dustin Lovett,Germanic & Russian Studies,3.9,11 ratings,82%,3.5
Marcel Strobel,Germanic & Russian Studies,4.2,5 ratings,80%,2.4
Viktoria Gabriel,Germanic & Russian Studies,2.5,4 ratings,25%,3.5
Elliot Wolfson,Germanic & Russian Studies,2.9,7 ratings,29%,3.9
Andréas-Benjamin Seyfert,Germanic & Russian Studies,5.0,2 ratings,100%,2.5
Katia McClain,Germanic & Russian Studies,4.3,32 ratings,65%,1.8
Anna Pajak,Germanic & Russian Studies,4.8,12 ratings,100%,1.5
Rodrigo Bauler,Germanic & Russian Studies,4.8,6 ratings,N/A,1.8
Irmgard Mengele,Germanic & Russian Studies,4.1,4 ratings,N/A,1
Michael Hofmann,Germanic & Russian Studies,5.0,4 ratings,100%,1.3
Munther Alsabagh,Global & International Studies,3.2,18 ratings,78%,3.1
Ricado Jacobs,Global & International Studies,3.4,5 ratings,60%,3.4
Manaira Athayde,Global & International Studies,5.0,2 ratings,100%,1
Mark Juergensmeyer,Global & International Studies,0.0,0 ratings,N/A,0
Paul Amar,Global & International Studies,3.8,40 ratings,62%,3
David Moak,Global Studies,4.0,87 ratings,82%,2.6
Gurinder Singh Mann,Global Studies,4.4,38 ratings,N/A,1.8
Nadege Clitandre,Global Studies,2.2,22 ratings,32%,3.6
Charmaine Chua,Global Studies,4.2,20 ratings,80%,3.2
John Soboslai,Global Studies,3.8,12 ratings,34%,2.8
Mark Juergensmeyer,Global Studies,4.0,103 ratings,84%,2.2
Esther Lezra,Global Studies,2.3,40 ratings,43%,3.3
Kai Thaler,Global Studies,5.0,10 ratings,100%,2.8
Pam Abi Najem,Global Studies,5.0,4 ratings,N/A,1.3
Vladimir Hamed-Troyansky,Global Studies,5.0,3 ratings,100%,2.3
Jia-Ching Chen,Global Studies,1.6,33 ratings,7%,4.3
Shinder Thandi,Global Studies,3.4,11 ratings,55%,2.5
Hilal Elver,Global Studies,2.5,6 ratings,N/A,2.3
Mariah Miller,Global Studies,0.0,0 ratings,N/A,0
Omar Mansour,Global Studies,0.0,0 ratings,N/A,0
Maegan Miller-Likhethe,Global Studies,0.0,0 ratings,N/A,0
Jan Nederveen-Pieterse,Global Studies,2.0,27 ratings,15%,3.7
Richard Applebaum,Global Studies,4.0,11 ratings,50%,3.3
Laurie Harris,Global Studies,5.0,4 ratings,N/A,3
Anshu Malhotra,Global Studies,2.7,3 ratings,0%,3.3
Anshu Malhorta,Global Studies,0.0,0 ratings,N/A,0
Giles Gunn,Global Studies,2.9,81 ratings,34%,3.1
Philip McCarty,Global Studies,4.3,47 ratings,100%,1.7
Aashish Mehta,Global Studies,4.1,34 ratings,72%,3.9
Alison Brysk,Global Studies,3.8,17 ratings,67%,2.5
Pratik Raghu,Global Studies,3.5,2 ratings,50%,3.5
Nicole Cerpa Vielma,Global Studies,4.5,2 ratings,100%,2
Colin Gardner,Graphic Arts,4.0,15 ratings,100%,2.9
Kayleigh Chang,Health Science,0.0,0 ratings,N/A,0
Susan Ceriale,Health Science,3.7,17 ratings,N/A,2.1
Michael Takahara,Health Science,5.0,1 ratings,100%,2
Laura Kalman,History,4.5,107 ratings,86%,2.8
Elizabeth Digeser,History,2.8,107 ratings,48%,3.8
Paul Spickard,History,3.9,97 ratings,68%,3
Luke Roberts,History,4.1,63 ratings,80%,2.4
Alice O'Connor,History,3.9,52 ratings,50%,3.4
Ann Plane,History,3.3,39 ratings,100%,3.1
Sarah Case,History,3.5,39 ratings,75%,3.1
Mary Furner,History,3.1,32 ratings,N/A,3.3
Garay Menicucci,History,3.4,28 ratings,100%,2.7
Sherene Seikaly,History,4.4,28 ratings,91%,3.6
David Rock,History,3.6,19 ratings,N/A,2.4
Utathya Chattopadhyaya,History,3.3,18 ratings,56%,3.9
Manuel Covo,History,3.6,13 ratings,62%,3
Elizabeth Brownson,History,3.5,9 ratings,100%,2.8
Joseph Figliulo-Rosswurm,History,2.7,9 ratings,45%,3.2
Juan Cobo,History,3.4,8 ratings,50%,3.6
Nicole Archambeau,History,4.3,5 ratings,N/A,2.2
Rick Wolf,History,4.6,4 ratings,N/A,3
Anthony Greco,History,3.3,4 ratings,50%,3
Brian Tyrrell,History,4.7,3 ratings,100%,3.7
Eric Massie,History,4.0,3 ratings,100%,3
Edward English,History,3.8,2 ratings,N/A,4.5
Vikram Tamboli,History,3.0,1 ratings,0%,4
Lan Sing,History,0.0,0 ratings,N/A,0
Andrew Elrod,History,0.0,0 ratings,N/A,0
John Lee,History,4.2,103 ratings,47%,3.1
Paul Sonnino,History,2.8,101 ratings,35%,3.4
Tsuyoshi Hasegawa,History,3.8,60 ratings,N/A,3
Albert Lindemann,History,3.1,42 ratings,0%,4.2
Brad Bouley,History,4.7,42 ratings,93%,2.6
Christopher Cody Stephens,History,2.8,34 ratings,45%,3.6
Mhoze Chikowero,History,3.2,27 ratings,48%,2.9
John Talbott,History,3.5,22 ratings,N/A,2.5
Christopher Kegerreis,History,3.7,20 ratings,78%,3
Rudolph Ware,History,3.4,20 ratings,55%,3.1
Douglas Daniels,History,1.9,17 ratings,N/A,3.6
Brandon Seto,History,4.1,16 ratings,100%,3.3
Ya Zuo,History,4.1,15 ratings,74%,2.3
Martin Stokes,History,3.7,13 ratings,N/A,1.5
Branden Adams,History,3.7,13 ratings,62%,2.5
Nancy Gallagher,History,2.6,11 ratings,N/A,3.2
Troy Araiza-Kokinis,History,3.2,11 ratings,64%,3.1
William Thompson,History,4.5,10 ratings,80%,2.5
Kate McDonald,History,4.4,10 ratings,90%,2.4
Kristen Thomas-McGill,History,5.0,6 ratings,100%,2.2
Barbieri Low,History,3.3,5 ratings,50%,3.4
Brian Griffith,History,5.0,4 ratings,100%,2.8
Caitlin Rathe,History,4.5,3 ratings,100%,3.7
David Stein,History,3.8,4 ratings,50%,2
Carol Feinberg,History,2.0,2 ratings,N/A,2.5
Steve Campbell,History,1.0,1 ratings,N/A,5
Greg Ponikvar,History,5.0,1 ratings,N/A,3
Ingrid Dineen-Wimberly,History,4.5,1 ratings,N/A,3
Henry Marr,History,2.0,1 ratings,0%,3
Camilla Falanesca,History,5.0,1 ratings,100%,1
Jackson Warkentin,History,0.0,0 ratings,N/A,0
Elizabeth Schmidt,History,0.0,0 ratings,N/A,0
Randy Bergstrom,History,3.9,97 ratings,48%,3.1
Harold Drake,History,3.7,74 ratings,N/A,3.8
Harold Marcuse,History,3.0,61 ratings,32%,2.5
Salim Yaqub,History,4.6,61 ratings,95%,2.8
Cecilia Mendez,History,2.0,58 ratings,11%,4.3
Xiaowei Zheng,History,4.5,45 ratings,90%,3.3
Giuliana Perrone,History,4.6,44 ratings,85%,2.6
Hilary Bernstein,History,4.0,44 ratings,60%,3.2
Monica Orozco,History,2.5,32 ratings,N/A,3.5
Sharon Farmer,History,2.5,32 ratings,N/A,3.3
Xiao-Bin JI,History,4.1,27 ratings,100%,2.9
Dimitri Akulov,History,4.1,20 ratings,75%,2.9
Emily Engel,History,2.2,17 ratings,18%,3.2
Vanessa Crispin-Peralta,History,4.6,14 ratings,N/A,2.4
Dale Kretz,History,4.7,14 ratings,93%,2.6
Timothy Daniels,History,4.5,10 ratings,N/A,3
Warren Wood,History,3.3,8 ratings,N/A,2.8
Sergey Salushchev,History,4.6,8 ratings,100%,3
Adam Sabra,History,3.4,8 ratings,50%,3.6
Ryan Abrecht,History,5.0,6 ratings,N/A,2.8
Todd Wahlstrom,History,4.1,5 ratings,N/A,3.2
Peninah Wolpo,History,3.7,3 ratings,100%,2.3
Leon Garcia-Garagarza,History,3.0,1 ratings,N/A,3
Neil Johnson-Rogers,History,0.0,0 ratings,N/A,0
Chris McQuilkin,History,0.0,0 ratings,N/A,0
Jen Martin,History,3.6,81 ratings,64%,2.9
John Majewski,History,4.7,72 ratings,100%,2.6
Erika Rappaport,History,4.0,52 ratings,75%,2.5
Lisa Jacobson,History,4.2,44 ratings,93%,3.1
Frank Dutra,History,3.9,24 ratings,N/A,2.1
Patricia Cohen,History,3.4,21 ratings,N/A,3.4
Stephan Miescher,History,3.3,20 ratings,70%,3
Katie Moore,History,4.4,18 ratings,89%,1.9
Veronica Castillo-Munoz,History,2.3,15 ratings,60%,3.1
Zaragosa Vargas,History,4.4,13 ratings,N/A,1.9
Janna Haider,History,3.4,7 ratings,58%,2.9
Peter Westwick,History,3.7,5 ratings,100%,3.8
Nathan Perry,History,4.1,4 ratings,N/A,3.5
James Brooks,History,3.9,4 ratings,50%,2.3
Liza Black,History,4.0,4 ratings,75%,2.7
Julie Johnson,History,4.3,3 ratings,100%,3
Fabio Rambelli,History,2.5,2 ratings,N/A,2.5
Bonnie Harris,History,4.8,2 ratings,N/A,2
Sherry Vatter,History,4.0,1 ratings,N/A,2
Nora Kassner,History,5.0,1 ratings,100%,3
Gregory Graves,History,4.3,165 ratings,88%,2.4
Peter Alagona,History,4.6,107 ratings,93%,2.5
Carol Lansing,History,3.6,71 ratings,71%,3.1
Anthony Barbieri-Low,History,3.6,44 ratings,47%,3.1
Patrick McCray,History,4.6,43 ratings,89%,3.4
J. Sears McGee,History,3.9,40 ratings,100%,3.3
Sylvester Ogbechie,History,2.6,40 ratings,36%,3
Nelson Lichtenstein,History,3.4,39 ratings,100%,2.9
Debra Blumenthal,History,2.6,38 ratings,17%,2.9
Jarett Henderson,History,3.4,34 ratings,59%,3.4
Adrienne Edgar,History,3.3,26 ratings,70%,2.9
Sarah Cline,History,3.7,21 ratings,N/A,3.1
Carl Harris,History,4.3,20 ratings,N/A,2.2
Gabriela Soto Laveaga,History,3.6,19 ratings,N/A,2.8
Stephen Humphreys,History,3.6,16 ratings,N/A,3.8
Henry Maar,History,4.5,16 ratings,88%,2.4
Pekka Hamalainen,History,4.4,13 ratings,N/A,1.8
Elena Aronova,History,4.2,12 ratings,84%,2.9
Ken Hough,History,3.3,8 ratings,34%,2.8
Jose Valente,History,3.9,7 ratings,N/A,2.6
Evelyne Laurent-Perrault,History,3.2,4 ratings,50%,2.8
Steven Zipperstein,History,5.0,4 ratings,100%,2.3
Addison Jensen,History,4.8,4 ratings,100%,3.3
Paul Baltimore,History,4.8,3 ratings,N/A,2.7
Sean Gilleran,History,3.7,3 ratings,67%,2.3
Abby Dowling,History,3.8,2 ratings,N/A,3
P S Bairamian,History,3.5,1 ratings,N/A,1
Charles Delgadillo,History,3.5,1 ratings,N/A,2
Monica Garcia,History,5.0,1 ratings,100%,3
Amanda Hall,History,4.0,1 ratings,100%,3
E Bruce Robertson,History,0.0,0 ratings,N/A,0
Rick Benjamin,Humanities,5.0,9 ratings,100%,1.9
Peter Gaum,Humanities,0.0,0 ratings,N/A,0
Tiziana De Simone,Humanities,4.2,26 ratings,100%,2.4
Luisella Arnold,Humanities,4.5,5 ratings,100%,2.4
James Nichols,Humanities,4.0,3 ratings,67%,3
Sabra Harris,Humanities,3.0,2 ratings,50%,3
Jessica Santana,Information Science,0.0,0 ratings,N/A,0
Paul Jaconette,Information Science,4.5,4 ratings,75%,1.3
Rich Powell,Information Science,4.5,36 ratings,100%,2.1
Jason Prystowsky,Information Science,5.0,2 ratings,100%,1
Janelle McAtamney,Information Science,1.5,1 ratings,N/A,3
Katherine Saltzman-Li,International Studies,2.8,26 ratings,0%,3.2
John Nathan,International Studies,3.4,27 ratings,80%,2.5
Manaira Athayde,International Studies,0.0,0 ratings,N/A,0
Vivian Marsano,International Studies,0.0,0 ratings,N/A,0
Didier Maleuvre,Languages,3.4,59 ratings,73%,3
Esperanza Jefferson,Languages,4.5,55 ratings,100%,1.9
Shu-Chuan (Bella) Chen,Languages,4.6,29 ratings,100%,2.3
Daoxiong Guan,Languages,4.6,28 ratings,100%,1.8
Camilla Fiorina,Languages,4.9,29 ratings,100%,2
Dominique Jullien,Languages,3.0,22 ratings,60%,2.9
Juan Pablo Lupi,Languages,3.9,20 ratings,80%,3.3
Xiaorong Li,Languages,3.3,15 ratings,42%,3
Angela Ellis,Languages,4.6,10 ratings,N/A,2.4
Ivan Montiel,Languages,4.6,7 ratings,N/A,2.3
Ana Requena,Languages,4.4,7 ratings,100%,1.8
Harvey Sharrer,Languages,2.5,7 ratings,N/A,2.7
Carol Genetti,Languages,3.5,7 ratings,N/A,3.3
Bernard Comrie,Languages,4.7,7 ratings,100%,1.9
. Maurseth,Languages,3.4,6 ratings,N/A,2.3
Aimee Kilbane,Languages,4.0,5 ratings,50%,2.6
Jeff Cooper,Languages,5.0,2 ratings,N/A,2
Timothy Henry,Languages,4.0,1 ratings,N/A,3
Myriam Gonzales Smith,Languages,3.6,47 ratings,69%,2.9
Jody Enders,Languages,2.9,44 ratings,25%,3.3
Leo Cabranes-Grant,Languages,3.7,27 ratings,100%,2.5
Eduardo Raposo,Languages,3.1,24 ratings,72%,2.1
Matt Gordon,Languages,4.4,23 ratings,67%,1.9
Mary Bucholtz,Languages,4.6,23 ratings,100%,1.8
Jean Schultz,Languages,3.6,21 ratings,50%,3
Michael Berry,Languages,4.4,19 ratings,N/A,2.2
Sunny Jung,Languages,4.5,17 ratings,N/A,1.3
Myriam Smith,Languages,4.9,13 ratings,N/A,1.7
Ernest Sturm,Languages,2.2,13 ratings,N/A,2.7
Marianne Mithun,Languages,3.9,12 ratings,100%,2.4
Ilana Luna,Languages,4.8,8 ratings,N/A,2.6
Sandra Thompson,Languages,4.2,7 ratings,N/A,3.1
Timothy Klingler,Languages,4.9,7 ratings,N/A,1.6
Kobin Kendrick,Languages,4.9,4 ratings,N/A,1.8
Ellen Oliveira,Languages,4.8,4 ratings,N/A,2.3
Amelia Leon-Aguirre,Languages,4.5,3 ratings,N/A,1.7
Karen Turman,Languages,4.3,3 ratings,N/A,2.7
Wolf Kittler,Languages,2.7,79 ratings,33%,2.7
Valentina Padula,Languages,4.7,61 ratings,88%,2.1
Carla Borromeo,Languages,4.5,37 ratings,58%,2
Silvia Bermudez,Languages,3.9,35 ratings,50%,2.9
Arthur Schwartz,Languages,2.3,32 ratings,100%,3.6
Hiroko Sugawara,Languages,4.5,18 ratings,50%,2
Sara Wheeler,Languages,4.4,14 ratings,N/A,2.3
Patricia Clancy,Languages,4.7,9 ratings,100%,2.4
Aurelie Chevant,Languages,5.0,6 ratings,N/A,1.2
Tatiana Kozhanova,Languages,3.0,1 ratings,N/A,4
Claudio Fogu,Languages,3.5,54 ratings,52%,3.3
Chikako Shinagawa,Languages,5.0,37 ratings,100%,2
Jocelyn Holland,Languages,3.6,26 ratings,80%,2.3
Hsiao-Jung (Sharon) Yu,Languages,3.6,24 ratings,10%,3
Elena Skapoulli,Languages,3.2,20 ratings,0%,2.2
Akiyo Cantrell,Languages,3.9,12 ratings,80%,2.8
Cynthia Skenazi,Languages,3.9,11 ratings,75%,3.1
Maryam Emami,Languages,3.6,5 ratings,100%,2.6
Randy Rightmire,Languages,2.7,29 ratings,42%,3.2
Viola Miglio,Languages,4.2,18 ratings,100%,2.3
Stefan Gries,Languages,2.9,17 ratings,40%,3.9
Carlos Nash,Languages,5.0,8 ratings,100%,1.4
Christophe Corbin,Languages,3.8,8 ratings,50%,3
Dorothy M. Chun,Languages,5.0,7 ratings,100%,2.4
Jan Frodesen,Languages,4.9,6 ratings,100%,3
Yetty Fernandez,Languages,5.0,3 ratings,N/A,1
Eliza Smith,Languages,4.3,3 ratings,N/A,2
Eve Darian-Smith,Law,3.7,31 ratings,N/A,2.8
SpearIt Maldonado,Law,3.9,21 ratings,N/A,2.8
Lisa Hajjar,Law,4.5,68 ratings,88%,2.3
Jeanne Umana,Law,2.9,6 ratings,0%,1.8
Heidi Hoechst,Law,3.8,2 ratings,N/A,3
Jenna Gray-Hildenbrand,Law,5.0,1 ratings,N/A,4
Robin Unander,Law,3.1,42 ratings,0%,3
V.P Foreman,Law,3.5,12 ratings,N/A,2.3
Kathleen Moore,Law,2.6,69 ratings,50%,3.1
Dan Linz,Law,3.7,41 ratings,92%,2.6
Jenna Reinbold,Law,4.2,11 ratings,N/A,2.9
Miguel Moran-Lanier,Law,0.0,0 ratings,N/A,0
Susan Mazer,Life Science,3.6,19 ratings,72%,3.2
Briana Westmacott,Linguistics,3.8,28 ratings,68%,3
Laura Robinson,Linguistics,4.8,13 ratings,N/A,1.7
Andrea Nicolaescu,Linguistics,3.4,13 ratings,54%,3.8
Audrey Lopez,Linguistics,4.7,6 ratings,84%,1.8
Jesus Olguin Martinez,Linguistics,3.4,5 ratings,60%,3
Fermín Moscoso Del Prado Martín,Linguistics,4.7,4 ratings,100%,3.2
Chloe Willis,Linguistics,5.0,2 ratings,100%,4
Danya Wahlberg,Linguistics,4.0,1 ratings,100%,3
Laurel Brehm,Linguistics,0.0,0 ratings,N/A,0
Amy Lashmet,Linguistics,3.5,36 ratings,62%,3.1
Andrew Baker,Linguistics,4.2,19 ratings,79%,2.7
Kendra Calhoun,Linguistics,4.7,7 ratings,100%,2.7
Adrienne Tsikewa,Linguistics,1.9,7 ratings,15%,3.1
Danny Tsai,Linguistics,3.0,6 ratings,50%,2.5
Cedar Brown,Linguistics,4.0,3 ratings,67%,1.3
Tracy Conner,Linguistics,5.0,2 ratings,100%,3.5
Randy Rightmire,Linguistics,5.0,1 ratings,100%,2
Allie Appino-Tabone,Linguistics,2.0,1 ratings,0%,2
Sherry Chien,Linguistics,5.0,1 ratings,100%,2
Marie Webb,Linguistics,2.3,25 ratings,16%,4.5
John Dubois,Linguistics,2.0,10 ratings,0%,2.7
John Robertson,Linguistics,3.6,7 ratings,72%,3.1
Caroline Crouch,Linguistics,3.0,5 ratings,40%,3.8
Lynn Hou,Linguistics,4.8,4 ratings,100%,2.5
Anna Bax,Linguistics,5.0,3 ratings,100%,2.3
Chun-Jan Young,Linguistics,3.5,2 ratings,50%,1.5
J. L. ROBERTSON,Linguistics,5.0,1 ratings,100%,4
Jazmine Exford,Linguistics,3.0,1 ratings,0%,3
Robert (Bob) Kennedy,Linguistics,4.1,159 ratings,84%,2.5
Keith Corona,Linguistics,4.0,16 ratings,69%,2.7
Lal Zimman,Linguistics,4.6,13 ratings,100%,2.9
Hala Sun,Linguistics,1.9,7 ratings,15%,4
Guillem Viernes,Linguistics,2.5,2 ratings,50%,3
Julia Fine,Linguistics,0.0,0 ratings,N/A,0
Ingrid Bowman,Linguistics,3.5,20 ratings,50%,3.9
Ivanne Deneroff,Linguistics,2.6,13 ratings,24%,4
Jillian Mullen,Linguistics,3.4,9 ratings,67%,3.1
Susan Naughton,Linguistics,4.7,8 ratings,100%,2
Eric Campbell,Linguistics,3.6,6 ratings,100%,3.3
Olivia Elliott,Linguistics,4.2,5 ratings,80%,2.6
Brendan Barnwell,Linguistics,4.0,3 ratings,67%,4
Anna Krokhmal,Linguistics,5.0,3 ratings,100%,1.3
Argyro Katsika,Linguistics,4.0,2 ratings,50%,3.5
Neda Razizadeh,Linguistics,1.0,1 ratings,0%,5
Chris Vander,Linguistics,0.0,0 ratings,N/A,0
Sara Pankenier Weld,Literature,4.6,14 ratings,100%,1.9
Jill Levine,Literature,4.7,5 ratings,N/A,2.4
Abdulhamit Arvas,Literature,5.0,4 ratings,100%,3.5
William Fleming,Literature,5.0,2 ratings,100%,3
Ute Holl,Literature,3.0,1 ratings,100%,2
Rebecca Stewart,Literature,1.0,1 ratings,0%,5
Jon Snyder,Literature,4.2,31 ratings,100%,3.4
Antonio Cortijo,Literature,3.6,19 ratings,100%,2.7
Elisabeth Weber,Literature,4.1,17 ratings,72%,2.9
Thomas Mazanec,Literature,4.1,10 ratings,70%,2.7
Ellen O'Connell,Literature,4.8,8 ratings,100%,3.4
Jorge Luis Castillo,Literature,4.6,8 ratings,100%,3
Jeffrey Bellomi,Literature,5.0,3 ratings,100%,2
Ellen McCracken,Literature,1.5,56 ratings,0%,4.2
Cynthia Brown,Literature,3.0,27 ratings,50%,3
Sven Spieker,Literature,3.0,20 ratings,50%,3.6
Elizabeth Macarthur,Literature,2.5,11 ratings,37%,2.7
Liliana Gallegos,Literature,3.5,2 ratings,N/A,3
Maria Zazzarino,Literature,3.5,2 ratings,50%,3.5
Sofie Thomsen,Literature,5.0,1 ratings,100%,2
Susan Derwin,Literature,3.1,39 ratings,50%,3.1
Ronald Egan,Literature,3.2,19 ratings,N/A,3.1
Elide Oliver,Literature,3.4,14 ratings,N/A,2.6
Gloria Galindo,Literature,1.8,8 ratings,N/A,4.8
Barry Spacks,Literature,4.4,7 ratings,N/A,2.9
Naz Keynejad,Literature,4.4,7 ratings,86%,2.7
Trevor Crown,Literature,4.5,2 ratings,100%,2
Eric Prieto,Literature,4.1,40 ratings,89%,2.9
Christene D'Anca,Literature,4.8,17 ratings,95%,2.8
Rachel Feldman,Literature,4.1,15 ratings,74%,2.8
Carlos Pio,Literature,2.4,6 ratings,N/A,3.2
Tegan Raleigh,Literature,4.7,3 ratings,100%,2
Terrence Handscomb,Literature,1.0,1 ratings,N/A,4
Inez Zhou,Literature,0.0,0 ratings,N/A,0
Yanoula Athanassakis,Literature,0.0,0 ratings,N/A,0
Matthew Stotts,Management,0.0,0 ratings,N/A,0
Sukhun Kang,Management,4.8,5 ratings,100%,2.8
Kathryn McKee,Management,0.0,0 ratings,N/A,0
Bhavna Sharma,Marketing,0.0,0 ratings,N/A,0
Denis Labutin,Mathematics,2.8,152 ratings,64%,2.5
Stephen Bigelow,Mathematics,3.4,122 ratings,86%,2.5
Xianzhe Dai,Mathematics,2.9,108 ratings,20%,3.3
Gustavo Ponce,Mathematics,2.6,96 ratings,38%,3.4
Martin Scharlemann,Mathematics,2.9,85 ratings,100%,3.9
Elizabeth Thoren,Mathematics,2.5,65 ratings,100%,3.5
Bjorn Birnir,Mathematics,2.3,62 ratings,59%,3
Azer Akhmedov,Mathematics,2.7,56 ratings,N/A,2.8
Maribel Bueno,Mathematics,3.5,54 ratings,73%,3.3
Birge Huisgen-Zimmerman,Mathematics,4.1,49 ratings,67%,3
Kyle Chapman,Mathematics,2.2,47 ratings,86%,3.7
Ken Millett,Mathematics,2.8,46 ratings,8%,3.5
Jiayin Pan,Mathematics,3.6,42 ratings,72%,3.4
Helena McGahagan,Mathematics,2.6,37 ratings,N/A,3.8
Zhirayr Avetisyan,Mathematics,2.0,37 ratings,22%,4.3
Jon McCammond,Mathematics,4.5,30 ratings,100%,2.4
Sookyung Joo,Mathematics,3.1,29 ratings,N/A,2.9
Viktor Grigoryan,Mathematics,4.1,28 ratings,N/A,2.7
Claire Levaillant,Mathematics,2.7,27 ratings,N/A,2.3
Yitang Zhang,Mathematics,4.0,26 ratings,77%,2.4
Lihui Chai,Mathematics,2.2,25 ratings,19%,3.9
Huachen Chen,Mathematics,3.8,25 ratings,68%,2.9
Chetan Pahlajani,Mathematics,3.8,21 ratings,N/A,1.9
Zetian Yan,Mathematics,3.2,18 ratings,45%,2.2
Robert Sentinella,Mathematics,4.1,16 ratings,N/A,2.4
Hailong Guo,Mathematics,4.2,15 ratings,84%,3
Jack Miller,Mathematics,4.9,17 ratings,100%,2
Jingrun Chen,Mathematics,3.7,13 ratings,N/A,2.6
Ellie Grano,Mathematics,2.8,13 ratings,75%,3.5
Cristian Esparza,Mathematics,4.3,11 ratings,78%,2.9
Brandon Kerr,Mathematics,5.0,10 ratings,N/A,1.9
Gabriela Putinar,Mathematics,1.7,10 ratings,N/A,3.6
Melody Molander,Mathematics,4.4,8 ratings,75%,3
Drew Jaramillo,Mathematics,4.8,6 ratings,N/A,3.2
Rugang Ye,Mathematics,1.9,6 ratings,40%,2.8
Nancy Scherich,Mathematics,4.4,5 ratings,80%,3.4
Charles Martin,Mathematics,1.2,3 ratings,N/A,5
Amanda Curtis,Mathematics,4.0,3 ratings,N/A,1.3
Claire Murphy,Mathematics,2.7,3 ratings,34%,3.3
Kyle Hansen,Mathematics,4.5,2 ratings,100%,3.5
Grace Wu,Mathematics,4.5,2 ratings,100%,3
Brent Albrecht,Mathematics,3.0,1 ratings,N/A,4
Timothy Speer,Mathematics,1.0,1 ratings,N/A,5
Carmen Galaz-Garcia,Mathematics,5.0,1 ratings,100%,3
